source_id,ra,dec,magnitude
3559292831884612864,166.90934851847038,-17.04329681721341,11.621926
3559432710379220864,167.57325774523667,-16.49149768969478,10.799453
3559469337860195840,167.04015559593196,-16.443413181235154,11.968545
3559488166996809088,166.8433177578412,-16.22780095911106,9.80002
3559872858627790464,168.14346452826888,-15.705728005306453,9.6633215
3559929758354539648,168.158382156464,-15.484994375150976,9.930554
3560016791572328064,169.11033425944478,-15.035418858666699,11.283883
3560076027761241728,168.91065510300166,-14.751800066640854,10.935423
3560143544647650560,172.18103713958646,-16.29478035084264,10.806166
3560310601696263552,172.03123940333884,-15.83932766873583,11.767447
3560381279677182976,170.95895251602514,-16.120965610666083,11.856196
3560457489576793984,170.66367691222462,-15.787706884893351,11.929241
3560773152493795072,173.1142947799668,-14.902964793135618,11.937717
3560933509392690176,173.796533043478,-14.05497755202715,10.4746685
3561028617148228224,171.81942066842237,-14.556490195478053,10.981514
3561116681158148480,173.33336788313784,-14.102306984683391,11.58213
3561116784237364736,173.34190950463852,-14.081113709986154,11.565039
3561340431773666688,170.2249736370926,-14.834355374867194,9.642414
3561894409538745344,171.47488409037516,-13.75132771757068,6.837645
3562026939346149888,171.90093265265278,-13.105966872844508,8.489312
3562051540918855552,172.1344546327855,-12.963728665101625,11.944896
3562423107129031296,165.52969765904248,-16.471585189263735,9.333966
3562511892692774400,166.385878448529,-15.990649417442762,11.06871
3562616037059756160,166.39766110434732,-15.423764131093684,10.965096
3562737979771349376,165.2399002448203,-15.559230728558703,11.583093
3562987259672950016,167.00844927518776,-15.226451791596745,11.739728
3563002962073364480,166.69280979345226,-15.127954146884703,9.409873
3563025433342379904,167.5491089561289,-14.871434567511034,10.811583
3563148990961665664,167.67350176393145,-14.414211633805309,10.395276
3563258392368944640,166.96878613149616,-14.338400438121651,10.365051
3563311959200749440,166.66179906394962,-14.159208707312896,10.956739
3563349548754388480,167.52916347423857,-14.07737180006801,11.218661
3563507122514850304,164.5548677757751,-15.1650213538418,10.82621
3563561857577607424,164.06666711866484,-15.18114947221033,11.312168
3563645935857985280,165.09837376984294,-14.63616263104087,11.170522
3563840137098695040,163.58024423764817,-14.43045263497307,10.571403
3563857694925420160,163.39454340505876,-14.285779818541931,10.503032
3563977129375665920,164.40669922039498,-13.90453425392092,11.405935
3536096709951938048,168.29594732441655,-24.45219513122677,11.755004
3536172301376783232,166.6415161161031,-25.12138933435976,11.547125
3536324618097166080,167.46618312040107,-24.325826344299372,11.201339
3536409383570998144,166.99620351773086,-23.858502306556545,8.461816
3536424948533173120,167.3228358294631,-23.697344021772192,10.005646
3536428453226506880,167.63930851917033,-23.63054680778845,11.91698
3536969241147657600,164.04008790316163,-23.884683199596356,11.128313
3537043423823766016,166.00201083288547,-24.191900229576074,11.387922
3537060809851919872,166.5430875426509,-24.03670155479304,11.509147
3537120870674067072,165.99048562060221,-23.88529816034607,10.919748
3537190002467984512,166.6276703474111,-23.37827335956398,11.976589
3537343246900045696,165.88176378526342,-23.29445163985304,10.9995165
3537502813525015168,166.19247113099715,-22.567329457827586,10.695323
3537555177766231168,166.21901506453395,-22.303199368823456,11.989642
3537569780655481216,165.97932424968008,-22.24191024589096,11.681316
3537732611455333760,169.4785503534006,-23.66453044434511,11.55111
3537742610139132416,169.31210624114996,-23.601598939203857,10.648067
3537748657453165824,169.57829581109343,-23.43897378780355,11.9925
3537780405851714432,169.86126901974427,-23.257551379318105,11.012007
3538148879685829760,170.19043361318117,-23.02657076544642,10.504446
3538235260067942144,169.6456880717704,-22.617297934787935,11.699154
3538274327090521472,170.13329741923175,-22.238614979675535,11.33833
3538337858247212032,171.13778338627986,-22.00267072081752,11.673353
3538346173303907584,171.25401660746869,-21.879115020266248,10.667638
3538681833587546240,170.23778719490466,-21.09442504086564,11.666552
3538692416386918528,169.98022340925675,-21.057995165436886,11.460365
3539117308911164800,166.63171837877093,-21.639990943872935,9.474909
3539140020698663680,167.37737459224203,-21.712218455362628,11.921455
3539187230979206400,167.71059158447295,-21.364917178349526,10.660771
3539210389442736128,167.03809789234612,-21.396839753154772,11.227689
3539261173136464512,167.38588974144582,-20.902034892994145,11.581154
3539345835531643776,168.5597850192104,-21.502924826456,10.108765
3539548729785037440,168.06069677916028,-21.299296408844864,8.9796505
3539791756215961216,168.29164633846906,-19.895409367554787,10.508148
3544454029115830272,171.76421018003197,-21.01973604876655,11.596208
3544467910448094720,171.68346902656083,-20.898141406410094,11.588942
3544688122013166720,170.5409418626209,-20.91920972518484,11.55919
3544826213801693440,171.28989768518,-20.34701035499452,10.796229
3544850879796701824,170.98857568981364,-20.02962023744678,11.903757
3545460181037345024,170.09382895963935,-20.675288072342052,8.73167
3545473375176500352,170.18837218695094,-20.434091161970546,10.840556
3545481282213870464,169.8799510033007,-20.437212378627336,11.814995
3545487153431583360,170.149866980664,-20.301270707074867,10.843668
3545599582793120512,170.8669693035615,-20.083339235914806,11.859143
3545702696367841664,170.39321008434496,-19.277398195980172,11.749448
3546114875788769408,171.00406327608582,-18.83291298675671,11.355144
3546114978867983744,170.97475952650777,-18.83896081284153,10.731928
3546154767445136384,171.60995241791204,-18.415506251264098,9.51211
3546180434170121984,172.063384034341,-18.642334894256727,8.954009
3546285712408452096,172.08067641391725,-18.03979865114875,11.388399
3546378621140881664,170.44657469106855,-18.389591325713777,11.727504
3546443664123407360,170.88173344966842,-17.620928735598206,8.004337
3547806371348958720,172.3998704922307,-17.51535416809574,11.1753
3548027922940654848,172.6644039191049,-17.200468842639225,10.177312
3548194876911240960,173.311862076169,-16.28053819200081,6.207094
3548785516518367360,173.87049126145405,-15.138733574125238,9.499999
3548843176453720704,163.11087217190843,-24.4388121029764,11.270847
3548905573738638464,163.49309312251305,-23.720721610095325,9.125555
3548958281577242496,163.3213251274458,-23.574938957878974,11.7579365
3549099809339821056,163.9608795751464,-22.883708533949562,11.847602
3549414853780622464,164.7117586418062,-22.98304168167682,11.749207
3549771542224614528,163.39684953960779,-22.051886395437972,11.553708
3549834523625203072,164.80711823739858,-21.67076155434396,11.271806
3549874380921708928,165.05126696047387,-21.238076352705015,11.695128
3549891870028508416,164.86053620688048,-21.087049240926774,11.78319
3549917021356827008,164.06393950639224,-21.293267213464592,11.901428
3549977460136720256,161.82292688580222,-22.954958691507695,10.27188
3550156474373617152,162.64447501676176,-22.141387857034886,10.772667
3550182553414944384,162.2784616470173,-22.13502062086981,11.430763
3550286182386281472,161.35890750555848,-22.113069719249552,11.446168
3550371772494359808,160.72474124869592,-21.742624310109328,11.377853
3550386341023726464,161.7016422341324,-21.920625098282322,11.507009
3550595557470477568,163.4546542417923,-21.095314999283833,9.453988
3550624484073516032,162.90388201147496,-21.263024820773083,11.782013
3550676715172457856,164.0355663756678,-21.110413239084114,9.136638
3550719389967521408,164.00580079154383,-20.83363646773769,11.982174
3550783608318556928,164.13863303179866,-20.407291461891315,11.521604
3550869576384042880,162.7213392606527,-20.688809019731156,11.714364
