t,x,y,p
33281,364,460,1
33296,237,706,1
33316,136,695,1
33331,771,714,1
33334,1116,615,1
33357,544,705,1
33357,714,62,1
33358,1222,347,1
33360,837,200,1
33369,959,382,1
33386,902,133,1
33388,1162,621,1
33420,834,238,1
33423,647,79,1
33433,264,501,1
33436,369,375,1
33440,498,320,1
33488,600,193,1
33507,276,492,1
33520,676,474,1
33521,139,413,1
33525,717,112,1
33532,539,80,1
33542,435,253,1
33544,75,274,1
33571,274,154,1
33604,1235,702,1
33604,1235,702,1
33637,44,702,1
33640,466,172,1
33688,426,394,1
33696,427,183,1
33703,1120,13,1
33706,1009,334,1
33714,115,225,1
33756,1261,145,1
33763,3,607,1
33763,3,607,1
33774,465,589,1
33777,93,509,1
33795,157,272,1
33841,181,442,1
33866,1092,370,1
33911,673,80,1
33932,1016,120,1
33937,979,393,1
33946,787,566,1
33946,511,226,1
33946,511,226,1
33956,1208,665,1
33964,816,30,1
33968,693,561,1
33973,385,2,1
33978,666,708,1
33979,329,530,1
33998,221,201,1
34014,265,494,1
34025,1074,237,1
34027,86,329,1
34036,380,7,1
34043,195,489,1
34044,5,609,1
34045,780,452,1
34048,871,203,1
34064,88,258,1
34073,1165,519,1
34092,271,504,1
34106,1002,516,1
34110,598,212,1
34130,461,653,1
34133,912,190,1
34161,631,316,1
34192,70,619,1
34197,410,68,1
34198,915,304,1
34201,462,571,1
34212,893,628,1
34213,154,638,1
34219,571,4,1
34222,595,460,1
34226,608,382,1
34229,258,507,1
34238,523,196,1
34241,55,205,1
34242,869,363,1
34252,394,472,1
34267,261,541,1
34268,421,449,1
34272,1130,379,1
34291,276,493,1
34295,348,507,0
34334,746,308,1
34365,255,673,1
34372,905,23,1
34400,1260,356,1
34403,968,5,1
34406,284,446,0
34410,331,223,1
34414,259,62,1
34419,947,434,1
34422,426,195,1
34423,655,667,1
34436,1268,250,1
34442,1168,337,1
34460,724,253,1
34468,1213,426,1
34469,1143,400,1
34469,1213,426,1
34470,533,493,1
34473,339,410,1
34476,466,305,1
34482,1275,513,1
34483,1041,244,1
34491,69,123,1
34492,667,348,1
34493,1112,646,1
34493,1112,646,1
34495,1122,587,1
34495,993,697,1
34500,146,395,1
34501,514,27,1
34501,417,524,1
34502,492,254,1
34505,701,14,1
34508,46,328,1
34516,625,460,1
34529,959,134,1
34534,274,611,1
34536,275,453,1
34538,13,359,1
34539,390,291,1
34542,264,182,1
34548,133,396,1
34553,1060,624,1
34553,1060,624,1
34581,1163,439,1
34581,712,269,1
34616,477,92,1
34623,547,577,1
34632,1051,585,1
34638,1156,322,1
34641,13,303,1
34641,13,303,1
34653,349,78,1
34656,176,71,1
34657,269,504,1
34658,1223,681,1
34683,787,543,1
34683,787,543,1
34693,269,489,1
34694,453,698,1
34701,1034,599,1
34717,1160,590,1
34717,257,286,1
34720,1020,566,1
34738,438,656,1
34740,142,598,1
34742,556,459,1
34742,556,459,1
34747,1236,151,1
34752,56,35,1
34754,529,561,1
34754,529,561,1
34754,925,106,1
34755,689,558,1
34755,623,612,1
34759,416,474,1
34768,1020,319,1
34768,1020,319,1
34774,270,496,1
34775,545,243,1
34775,786,458,1
34777,45,602,1
34778,1107,409,1
34781,563,719,1
34787,669,185,1
34788,167,649,1
34792,257,177,1
34807,651,95,1
34813,851,143,1
34817,583,447,1
34821,717,306,1
34826,1226,548,1
34833,1056,485,1
34846,927,267,1
34852,1174,301,1
34867,865,344,1
34875,479,340,1
34881,270,504,1
34881,602,375,1
34887,118,412,1
34892,629,212,1
34895,204,438,1
34905,245,346,1
34911,1273,380,1
34920,1247,122,1
34925,1095,625,1
34929,754,510,1
34933,678,110,1
34934,472,109,1
34942,95,565,1
34955,1087,593,1
34955,1270,434,1
34956,989,102,1
34956,989,102,1
34965,771,141,1
34969,694,574,1
34970,767,72,1
34974,435,125,1
34985,837,465,1
34988,265,202,1
34988,265,202,1
35001,836,626,1
35010,971,605,1
35013,987,319,1
35017,210,19,1
35018,874,470,1
35018,874,470,1
35034,213,441,1
35035,1254,388,1
35037,322,231,1
35043,312,449,1
35047,76,485,1
35062,881,72,1
35063,882,194,1
35065,0,706,1
35067,999,613,1
35070,375,405,1
35077,1039,321,1
35077,1039,321,1
35083,658,83,1
35083,799,44,1
35094,358,81,1
35098,972,379,1
35099,1061,425,1
35099,1061,425,1
35100,447,93,1
35103,106,694,1
35103,553,692,1
35103,858,664,1
35108,254,281,1
35109,1109,648,1
35110,6,286,1
35114,970,107,1
35115,25,71,1
35128,1183,445,1
35140,123,440,1
35141,685,241,1
35144,714,639,1
35163,397,417,1
35166,590,125,1
35175,283,232,1
35176,729,469,1
35180,1000,8,1
35216,698,621,1
35218,1071,440,1
35220,216,403,1
35228,444,299,1
35230,275,498,1
35234,963,54,1
35243,115,711,1
35254,250,272,1
35255,976,179,1
35262,971,119,1
35274,1178,712,1
35282,914,414,1
35288,907,220,1
35296,128,682,1
35297,856,217,1
35314,1269,71,1
35335,529,51,1
35337,1124,27,1
35343,163,555,1
35351,406,161,1
35351,911,82,1
35359,355,645,1
35359,254,485,1
35371,263,494,1
35377,838,17,1
35386,277,498,1
35386,277,498,1
35395,413,150,1
35398,10,40,1
35399,314,318,1
35400,871,450,1
35401,343,423,1
35401,343,423,1
35418,442,343,1
35447,432,339,1
35450,699,435,1
35467,483,421,1
35471,1023,677,1
35480,248,359,1
35484,611,457,1
35488,705,523,1
35504,1187,34,1
35512,939,221,1
35512,939,221,1
35518,566,190,1
35527,1057,133,1
35529,66,46,1
35561,45,336,1
35567,597,401,1
35600,431,567,1
35602,1178,449,1
35602,1178,449,1
35613,348,507,1
35620,804,521,1
35626,440,129,1
35646,590,504,1
35657,270,496,1
35673,271,500,1
35684,1218,551,1
35690,192,501,1
35695,274,500,1
35695,299,258,1
35699,822,220,1
35710,1152,61,1
35713,822,507,1
35723,463,331,1
35739,1035,191,1
35741,217,5,1
35744,634,133,1
35748,902,429,1
35757,1043,499,1
35758,84,244,1
35761,217,676,1
35769,1265,700,1
35769,890,389,1
35776,247,439,1
35776,247,439,1
35777,270,495,1
35782,271,499,1
35782,749,611,1
35787,638,638,1
35788,435,320,1
35789,56,663,1
35790,843,60,1
35801,170,691,1
35807,955,43,1
35808,1027,487,1
35810,920,513,1
35812,1178,88,1
35816,1033,568,1
35821,457,388,1
35834,181,415,0
35842,616,85,1
35875,363,367,1
35880,278,315,1
35880,948,165,1
35885,93,133,1
35887,1223,588,1
35901,177,358,1
35912,274,497,1
35914,97,220,1
35921,878,334,1
35928,927,460,1
35953,412,121,1
35955,144,255,1
35960,924,710,1
35963,31,13,1
35966,336,369,1
35976,385,372,1
35977,264,490,1
35985,490,488,1
36031,1115,682,1
36041,798,595,1
36053,997,544,1
36064,870,12,1
36075,637,59,1
36075,637,59,1
36120,536,158,1
36120,783,135,1
36129,231,451,1
36142,175,91,1
36159,208,281,1
36161,266,499,1
36163,43,58,1
36165,265,661,1
36168,777,88,1
36171,919,591,1
36175,110,669,1
36175,110,669,1
36179,929,226,1
36183,460,524,1
36184,76,196,1
36184,646,158,1
36192,945,80,1
36210,415,577,1
36212,679,601,1
36216,989,660,1
36216,271,496,1
36220,210,160,1
36223,267,489,1
36224,34,457,1
36226,91,1,1
36230,359,236,1
36248,662,44,1
36253,1277,651,1
36254,127,129,1
36255,846,525,1
36276,817,696,1
36313,1118,124,1
36349,378,634,1
36377,807,578,1
36420,1023,337,1
36441,997,556,1
36441,997,556,1
36441,1109,372,1
36451,1076,651,1
36452,284,446,1
36464,255,653,1
36471,1073,573,1
36485,268,691,1
36485,268,691,1
36489,276,494,1
36495,347,268,1
36498,1056,614,1
36512,786,3,1
36515,1196,589,1
36531,269,495,1
36547,759,444,1
36554,682,676,1
36573,963,711,1
36584,942,604,1
36595,57,46,1
36595,1022,562,1
36598,447,339,1
36607,742,259,1
36627,911,620,1
36642,348,519,1
36647,424,153,1
36659,693,15,1
36660,406,37,1
36670,1265,624,1
36673,673,672,1
36681,1132,396,1
36689,1256,576,1
36697,397,697,1
36704,422,324,1
36707,274,494,1
36709,375,353,1
36713,25,163,1
36729,438,455,1
36730,269,500,1
36733,846,336,1
36741,597,233,1
36742,704,236,1
36743,142,357,1
36749,1116,267,1
36756,357,89,1
36760,524,47,1
36780,269,496,1
36786,401,247,1
36789,42,530,1
36792,371,716,1
36799,1002,328,1
36802,723,699,1
36806,464,627,1
36810,363,120,1
36822,19,307,1
36823,270,495,1
36827,831,697,1
36839,274,502,1
36858,675,542,1
36861,885,475,1
36882,812,185,1
36888,1131,680,1
36891,187,110,1
36902,938,593,1
36925,904,47,1
36931,460,32,1
36939,270,505,1
36941,804,518,1
36942,444,331,1
36942,701,555,1
36942,701,555,1
36959,382,667,1
36961,3,393,1
36974,320,456,1
36974,320,456,1
36975,271,502,1
36977,677,267,1
36983,536,698,1
36986,273,492,1
36987,9,556,1
36987,706,619,1
36997,861,386,1
37014,673,500,1
37016,755,35,1
37017,271,501,1
37017,911,410,1
37019,842,174,1
37020,1248,585,1
37020,400,410,1
37020,351,369,1
37021,156,628,1
37023,1082,56,1
37023,1082,56,1
37023,862,648,1
37029,129,2,1
37029,279,685,1
37029,65,704,1
37033,406,317,1
37033,406,317,1
37037,761,419,1
37040,1107,109,1
37044,881,559,1
37047,270,494,1
37050,662,604,1
37055,100,457,1
37057,278,494,1
37062,768,614,1
37069,698,19,1
37072,284,242,1
37072,1156,623,1
37074,556,606,1
37075,270,496,1
37076,1008,210,1
37077,875,378,1
37083,275,497,1
37087,221,16,1
37088,311,119,1
37106,1047,92,1
37106,1047,92,1
37107,906,666,1
37114,412,50,1
37129,276,488,1
37134,54,457,1
37137,537,188,1
37139,712,314,1
37140,650,50,1
37141,637,148,1
37144,203,354,1
37146,663,303,1
37146,390,147,1
37148,477,294,1
37149,264,491,1
37160,266,500,1
37164,1059,357,1
37164,631,632,1
37167,664,3,1
37169,1128,275,1
37173,1025,651,1
37175,660,349,1
37178,681,493,1
37185,1079,394,1
37192,444,64,1
37200,49,50,1
37204,631,74,1
37209,71,303,1
37209,71,303,1
37210,258,600,1
37211,1135,256,1
37211,157,247,1
37213,1144,674,1
37215,865,95,1
37215,530,372,1
37217,1070,17,1
37217,238,508,1
37218,747,616,1
37219,816,611,1
37221,715,296,1
37226,637,691,1
37227,1272,611,1
37227,201,622,1
37228,218,354,1
37236,506,119,1
37239,519,671,1
37242,514,503,1
37247,283,690,1
37248,690,183,1
37248,461,312,1
37277,486,695,1
37283,55,289,1
37287,104,676,1
37293,591,352,1
37295,747,485,1
37304,1221,83,1
37306,589,669,1
37316,628,321,1
37320,663,418,1
37322,261,497,1
37329,229,606,1
37330,617,521,1
37331,621,380,1
37339,1043,215,1
37342,561,291,1
37349,742,251,1
37380,165,633,1
37381,515,129,1
37389,277,496,1
37401,525,532,1
37404,264,239,1
37407,922,22,1
37421,207,681,1
37424,8,265,1
37428,855,296,1
37429,462,162,1
37431,781,604,1
37432,250,40,1
37439,1155,375,1
37443,1155,663,1
37443,1155,663,1
37446,741,395,1
37451,725,274,1
37453,996,451,1
37453,1199,255,1
37453,996,451,1
37454,1259,435,1
37454,983,300,1
37467,631,477,1
37467,1044,628,1
37467,270,497,1
37468,1018,661,1
37474,799,630,1
37477,899,458,1
37477,899,458,1
37480,282,273,1
37480,1214,558,1
37480,581,177,1
37484,598,554,1
37490,221,267,1
37497,507,123,1
37497,507,123,1
37499,826,67,1
37502,6,91,1
37502,401,555,1
37513,263,497,1
37514,626,544,1
37516,937,252,1
37520,1153,148,1
37522,154,342,1
37534,275,499,1
37538,1111,581,1
37550,637,483,1
37573,918,306,1
37578,276,499,1
37593,170,1,1
37594,220,339,1
37600,420,19,1
37602,1082,335,1
37608,271,91,1
37624,1253,494,1
37651,18,605,1
37651,18,605,1
37654,873,1,1
37655,196,709,1
37655,800,163,1
37659,1181,708,1
37667,44,416,1
37669,1008,226,1
37672,1090,667,1
37680,1251,465,1
37681,544,701,1
37683,954,479,1
37683,531,379,1
37691,843,462,1
37691,1193,468,1
37704,764,379,1
37706,1098,513,1
37706,1098,513,1
37707,916,245,1
37707,916,245,1
37712,621,536,1
37717,542,639,1
37718,17,632,1
37720,1279,27,1
37722,1213,715,1
37724,589,64,1
37733,101,206,1
37744,1119,472,1
37751,282,359,1
37759,72,92,1
37775,820,628,1
37786,879,454,1
37805,1246,565,1
37811,508,593,1
37834,270,498,1
37835,868,635,1
37840,276,495,1
37841,386,438,1
37846,1063,258,1
37868,351,332,0
37870,840,646,1
37870,272,502,1
37891,148,200,1
37894,228,452,1
37912,1237,30,1
37944,422,681,1
37950,217,573,1
37962,1149,192,1
37962,270,490,1
37963,270,490,1
37967,1278,372,1
37969,1023,456,1
37971,343,256,1
37971,343,256,1
37975,51,680,1
37975,722,597,1
37981,795,69,1
37990,1072,487,1
37996,273,490,1
37997,119,40,1
37999,659,417,1
38003,469,177,1
38009,79,273,1
38010,229,120,1
38011,586,21,1
38011,977,527,1
38011,977,527,1
38013,1104,188,1
38021,948,0,1
38026,990,116,1
38029,374,310,1
38029,410,129,1
38034,536,677,1
38035,644,544,1
38035,644,544,1
38041,1087,105,1
38042,345,412,1
38045,1189,262,1
38046,1161,629,1
38046,294,542,1
38048,457,489,1
38050,570,586,1
38053,28,643,1
38054,639,430,1
38054,859,83,1
38055,1249,631,1
38055,849,187,1
38055,952,668,1
38056,1276,261,1
38057,1088,216,1
38065,1189,127,1
38067,53,288,1
38071,157,33,1
38076,880,226,1
38076,843,464,1
38078,270,499,1
38083,1241,190,1
38085,882,6,1
38091,53,117,1
38093,164,642,1
38093,164,642,1
38094,1184,382,1
38101,682,644,1
38104,351,65,1
38104,790,124,1
38107,857,464,1
38107,20,121,1
38109,1103,392,1
38111,285,311,1
38118,268,498,1
38118,745,501,1
38119,887,106,1
38122,1157,375,1
38123,270,492,1
38123,274,495,1
38123,1038,264,1
38129,961,232,1
38131,927,260,1
38131,749,397,1
38131,749,397,1
38132,0,171,1
38133,36,455,1
38135,1010,408,1
38146,1093,427,1
38146,1093,427,1
38150,312,42,1
38155,45,158,1
38155,531,499,1
38157,271,495,1
38158,270,489,1
38162,272,488,1
38164,239,296,1
38166,641,138,1
38200,279,480,1
38202,269,496,1
38205,591,648,1
38221,1172,609,1
38233,701,716,1
38241,279,201,1
38247,278,498,1
38277,269,494,1
38278,865,558,1
38292,147,398,1
38312,267,498,1
38332,454,440,1
38338,274,489,1
38352,504,243,1
38390,269,495,1
38391,1227,453,1
38391,516,320,1
38393,488,306,1
38405,357,327,1
38414,1271,374,1
38420,112,289,1
38425,557,254,1
38428,665,622,1
38429,848,463,1
38431,1135,542,1
38436,408,94,1
38442,802,43,1
38451,577,423,1
38456,1005,373,1
38458,543,416,1
38458,543,416,1
38460,66,397,1
38466,270,495,1
38476,265,500,1
38478,241,52,1
38478,711,40,1
38479,1164,207,1
38479,1071,712,1
38482,996,11,1
38495,587,4,1
38495,87,482,1
38504,1055,66,1
38511,1178,86,1
38522,272,500,1
38527,450,105,1
38528,378,655,1
38538,567,501,1
38538,477,508,1
38542,748,29,1
38564,951,619,1
38565,223,577,1
38581,507,39,1
38585,483,21,1
38596,256,194,1
38608,591,615,1
38610,575,312,1
38611,1253,155,1
38611,271,660,1
38614,199,395,1
38624,1040,257,1
38625,789,642,1
38629,805,166,1
38639,980,609,1
38646,1045,697,1
38663,268,500,1
38672,627,381,1
38680,799,60,1
38684,224,624,1
38684,15,499,1
38757,53,26,1
38766,1128,214,1
38774,55,123,1
38777,620,528,1
38784,571,671,1
38786,485,119,1
38788,736,368,1
38794,1077,107,1
38804,705,599,1
38804,56,663,0
38840,955,283,1
38863,333,332,1
38873,595,635,1
38880,164,142,1
38889,1264,247,1
38891,273,499,1
38899,762,91,1
38902,1078,468,1
38924,678,515,1
38925,264,499,1
38928,1246,395,1
38930,437,310,1
38942,66,606,1
38947,924,605,1
38947,189,554,1
38947,269,497,1
38953,542,142,1
38953,542,142,1
38957,643,499,1
38962,265,502,1
38971,272,495,1
38984,1236,588,1
39020,770,324,1
39022,774,33,1
39022,1191,639,1
39029,994,220,1
39030,130,603,1
39035,79,589,1
39038,265,499,1
39043,827,458,1
39050,471,123,1
39058,216,498,1
39076,202,159,1
39079,976,552,1
39080,440,207,1
39081,542,409,1
39081,614,610,1
39082,814,437,1
39084,844,70,1
39087,340,588,1
39096,267,502,1
39108,885,622,1
39108,1081,404,1
39150,46,420,1
39154,1129,234,1
39154,1129,234,1
39157,453,52,1
39164,511,640,0
39165,904,389,0
39169,821,507,1
39170,992,120,1
39170,139,63,1
39171,994,0,1
39171,688,647,1
39181,525,431,1
39188,125,16,1
39203,134,486,1
39204,757,118,1
39207,4,608,1
39208,322,205,1
39211,771,257,1
39211,771,257,1
39217,1222,582,1
39217,1033,148,1
39222,1146,34,1
39226,134,95,1
39241,1205,198,1
39242,1215,118,1
39253,249,659,1
39266,271,496,1
39274,134,469,1
39275,511,640,1
39301,341,643,1
39307,18,58,1
39311,265,493,1
39311,1188,178,1
39312,277,494,1
39319,388,243,1
39319,978,123,1
39319,978,123,1
39323,274,496,1
39323,270,491,1
39326,972,145,1
39327,705,404,1
39327,1059,305,1
39329,1157,135,1
39331,533,166,1
39332,438,590,1
39338,387,691,1
39342,155,9,1
39343,371,342,1
39345,793,536,1
39346,448,273,1
39349,383,538,1
39358,996,478,1
39365,503,82,1
39374,1123,293,1
39388,294,422,1
39394,1007,130,1
39397,399,318,1
39403,267,499,1
39411,1157,370,1
39411,597,455,1
39411,239,406,1
39416,195,673,1
39421,385,284,1
39421,385,284,1
39430,172,652,1
39431,420,536,1
39440,1231,669,1
39451,623,100,1
39459,1136,1,1
39477,266,490,1
39485,78,437,1
39495,268,490,1
39502,1046,361,1
39540,442,434,1
39540,442,434,1
39566,1077,244,1
39577,299,364,1
39578,846,220,1
39614,890,370,1
39617,275,496,1
39624,527,77,1
39624,527,77,1
39635,791,327,1
39639,1080,432,1
39640,1108,176,1
39641,402,160,1
39643,408,371,1
39646,417,558,1
39661,935,293,1
39668,809,203,1
39675,958,439,1
39679,271,493,1
39686,178,14,1
39689,576,355,1
39695,265,531,1
39698,263,498,1
39715,949,308,1
39742,152,329,1
39753,659,246,1
39757,952,629,1
39764,368,58,1
39767,767,0,1
39767,369,229,1
39771,1188,446,1
39782,816,546,1
39785,344,231,1
39786,104,301,1
39787,605,581,1
39816,378,269,1
39817,289,392,1
39821,72,544,1
39824,404,190,1
39826,1035,678,1
39830,646,672,1
39837,485,667,1
39842,1042,261,1
39845,917,540,1
39845,917,540,1
39845,1207,303,1
39871,839,140,1
39889,822,695,1
39899,766,597,1
39900,1128,623,1
39902,461,339,1
39903,306,51,1
39903,638,665,1
39911,100,49,1
39920,233,496,1
39921,90,279,1
39928,254,68,1
39929,17,471,1
39936,454,694,1
39945,168,600,1
39945,1194,705,1
39945,758,459,1
39945,518,543,1
39949,1156,0,1
39950,159,161,1
39951,716,248,1
39956,875,394,1
39957,1083,587,1
39960,1098,39,1
39960,221,427,1
39969,504,143,1
39974,1212,413,1
39974,1212,413,1
39975,594,506,1
39980,701,487,1
39985,769,562,1
40045,1148,398,1
40056,594,600,1
40059,959,10,1
40068,273,498,1
40081,143,402,1
40085,725,560,1
40087,623,3,1
40094,1017,188,1
40100,605,310,1
40124,267,501,1
40143,364,434,1
40143,364,434,1
40163,203,467,1
40174,559,548,1
40183,479,690,1
40200,871,293,1
40211,682,280,1
40211,682,280,1
40211,1200,383,1
40224,1027,347,1
40225,455,429,1
40230,597,230,1
40241,390,233,1
40241,390,233,1
40246,274,493,1
40253,1064,552,1
40254,619,162,1
40258,391,626,1
40258,495,290,1
40260,845,342,1
40274,271,498,1
40275,830,139,1
40275,585,483,1
40275,648,123,1
40279,558,432,1
40279,321,184,1
40279,501,539,1
40284,1038,75,1
40286,679,168,1
40290,94,553,1
40290,1203,138,1
40297,773,471,1
40301,1092,449,1
40309,807,269,1
40309,1035,691,1
40310,397,611,1
40314,669,170,1
40316,920,267,1
40326,785,265,1
40327,303,138,1
40330,130,248,1
40336,320,364,1
40336,1056,445,1
40344,307,112,1
40344,1106,133,1
40346,272,493,1
40351,821,514,1
40354,1136,684,1
40378,284,206,1
40382,1273,86,1
40384,261,136,1
40387,703,39,1
40393,75,679,1
40393,729,149,1
40395,1271,6,1
40398,1167,568,1
40400,881,14,1
40401,705,531,1
40401,1039,67,1
40405,831,179,1
40405,26,229,1
40406,362,604,1
40407,926,463,1
40412,1132,62,1
40414,895,46,1
40414,130,496,1
40414,1071,12,1
40424,1008,461,1
40425,43,214,1
40426,43,214,1
40437,275,674,1
40440,604,221,1
40448,373,307,1
40460,271,489,1
40468,1276,0,1
40476,1068,586,1
40479,266,501,1
40484,871,134,1
40484,871,134,1
40487,1263,655,1
