source_id,ra,dec,magnitude
3749762639913053056,159.6312582727945,-15.103635125387626,10.521267
3749791055416743552,160.44643752329893,-14.724674325861736,9.659178
3750114999030146560,160.76937922609136,-14.742514208586384,8.945605
3750284976656005120,161.86968722670682,-13.979285626390329,8.073126
3750331839043087744,161.49514095205393,-13.689386303412048,10.39843
3750503642030711808,158.68951421878907,-14.706354784568385,9.30042
3750566863949287424,159.83575434030388,-14.556056681755326,11.571597
3750710418936292352,158.39836377909833,-14.490192661220458,11.720677
3750829922106277120,158.89092438521715,-13.87668819104217,10.407791
3751115726410169856,161.44786297444446,-13.354475657604334,11.08325
3753867151179155456,157.74916280493616,-13.588477248077348,5.5591865
3753936317332713600,158.6962674734407,-13.324180694116624,11.95131
3754335680571885184,158.650427105991,-12.95895429321279,9.682028
3754374713234608256,159.08704368107652,-12.505281060767999,11.510467
3754472191812495360,159.4596889669876,-12.422695986832972,11.906509
3754524487334224512,159.27964945864008,-12.303515295663173,9.296584
3757515399479743232,160.99451804924766,-11.979788843758039,10.411392
3760527855181363840,160.08171053033408,-11.76018995676734,10.063107
3760592275395691392,160.15240315114497,-11.347796773211705,11.172452
3760824036126148480,159.964134199111,-11.01756231248337,9.699131
3749711787500379264,160.62402374566952,-15.19646467163763,11.223017
3749912379653239168,161.22794964883124,-14.915262451261407,11.246587
3750149393128265344,161.0570340820096,-14.50723081238833,11.820617
3750163652419670784,160.6687845197456,-14.63827110169476,10.098275
3750252437983719680,161.69637552300466,-14.163430819877405,11.512023
3750706570645660032,158.7087564210497,-14.372523546702789,11.945831
3750719279453857408,158.5653903139675,-14.316032070782823,10.860492
3750721409757636480,158.39800023044901,-14.331581238503764,11.950265
3750860051301655296,159.28624454125406,-13.697385134535697,11.710673
3750881083756656128,158.72730824766327,-13.788733996912855,9.910166
3751194646433235328,161.3113947555809,-12.902176503239385,10.030133
3751365762226006272,160.25832906545025,-13.025768533647563,10.934121
3753914739416998528,157.9230479403989,-13.537119065881937,11.731542
3754000565747762816,158.31280627698413,-13.064069188802867,10.108393
3754216035666970240,157.85544633599403,-12.68537907371103,10.05219
3754337879595131136,158.7431360309199,-12.881654346983474,11.284308
3754429375282917376,159.09453348524744,-12.378500554736313,10.23279
3754435186374119424,159.1361394235997,-12.233112546999868,5.8400826
3754490299394608384,159.92681939758188,-12.273763560789625,11.626936
3754615368841980160,158.15100979241578,-12.32619165551472,11.821409
3754779951988721920,159.4330818451452,-11.493481445495553,10.715858
3754859151185619840,158.77408420753673,-11.20708127240074,11.3740015
3757435375649057664,160.83006323987195,-12.22629474320362,11.67072
3757511173231991168,160.62207021386882,-11.904160915294959,11.020463
3760537304109404032,160.25608995546958,-11.577616589056154,11.019917
3760667699316580736,160.870790514145,-11.09970694542494,11.671701
3749701647081673856,160.21011568298084,-15.208056760366192,8.509383
3749721648745551104,160.8376217602148,-14.956904346029306,10.062676
3749791536453362432,160.49998596186205,-14.687432950540046,9.829333
3750263841120862080,161.58687232032878,-14.034404725832783,9.956933
3750360877317950976,161.39074841670862,-13.541506485036455,11.460421
3750484533721231104,158.77740846340885,-14.903664512629364,9.285075
3750950696586773504,160.39863845319846,-14.132083879682487,11.647363
3750956434663067136,160.1856279654073,-14.195649642270453,9.166719
3751164512943057792,160.46802105305798,-13.373737047672533,9.977151
3751209356697134080,160.9819686744033,-12.890131969300157,11.585456
3751214407578940032,160.94550700702774,-12.754131475491969,11.264655
3751385931392443776,160.33563263694842,-12.841768928188834,11.877642
3753998538523197056,158.1952947173314,-13.126557436631124,11.071391
3754017131437262976,158.17980263433458,-12.941324745335205,11.112503
3754234662940905088,157.9005151339262,-12.5814490344894,11.871025
3754345915478427904,158.83647195359785,-12.744347375071408,9.700298
3754401238951827200,158.39462800131628,-12.769074959209785,11.897131
3754720372202343808,158.10745198506288,-11.753545879195265,11.430037
3756374175129618944,161.99078728653697,-13.26982219922961,10.768475
3756383933295323776,162.1077337706107,-13.096185789664496,11.461864
3757153797593150592,161.50335127559026,-12.831079083611494,11.605416
3757193964127413376,161.98283556215367,-12.555956249994988,11.325704
3757435165195179648,160.79369841888658,-12.24622649936344,11.527769
3757621811589401984,161.33664327541226,-11.654112984865597,11.67918
3760616709464717568,160.25980590614083,-11.233075978439915,11.900712
3760622103943013888,160.4876624976237,-11.137541143002405,11.542691
3760630934396401408,160.1528996640548,-11.130975962495846,11.542852
3760642852930562688,160.24328996267556,-10.9747019696908,8.919882
3749743398459605888,160.03132313753497,-15.219076442036892,10.825979
3750123692043960576,160.94685821243434,-14.600970771482524,10.928793
3750152897821668992,161.37528445322678,-14.435468217649237,11.716964
3750275733886389632,162.08633482180292,-13.884861622914013,11.519571
3750504226146262400,158.75469851836746,-14.657482730557453,10.516347
3750711243570020864,158.29146390007864,-14.545833475352623,11.539341
3750812463063796096,158.7164033050854,-14.297379157791932,9.600511
3750912385478281984,159.2069695430113,-13.537951268539457,9.066457
3750916469991482624,159.15964068206495,-13.473523686665082,10.044697
3750954712380770944,160.0871927520699,-14.223657553676102,11.94462
3751047350530835584,160.23835507740324,-13.663344288871102,10.824384
3751048896719065088,160.25818468720016,-13.641024819705692,11.532685
3751284192207150848,159.82397719189814,-13.101162584859612,11.150582
3751373871124282368,160.5753293256038,-12.86496993433093,10.0949
3751376585543758848,160.11177203860444,-13.024580501618894,11.647473
3753962052776727808,157.8975347516304,-13.487793242277093,10.821514
3753992907821678336,157.8432551420472,-13.100438984654875,9.540097
3753997718185100544,158.16482006382418,-13.19156458758139,11.017923
3754383887284820224,158.53592091387765,-12.912996718870959,10.792233
3754487447536295808,159.59394112574554,-12.118662327575356,11.951902
3754490436833561472,159.9538018994977,-12.255299408243996,11.97679
3754527270473392768,159.4225183796598,-12.179979167085346,11.133859
3754710510957425280,158.3011543641944,-11.789631791456195,9.079094
3756378225282920832,161.89269968918794,-13.218286757671315,11.159237
3757202176104774144,161.41511326478042,-12.765294431797681,10.647382
3757227563655633664,161.47852975087457,-12.502980711925982,10.557344
3757561162356020736,161.89438304627086,-11.724305847345255,11.818971
3760811323022888832,159.34046488314132,-11.04634387239033,10.769631
